Code INSEE,Feu en été,Année
4001,0,2006
4004,0,2006
4005,0,2006
4006,0,2006
4007,0,2006
4008,0,2006
4009,0,2006
4012,0,2006
4013,0,2006
4016,0,2006
4017,0,2006
4018,0,2006
4019,0,2006
4020,0,2006
4021,0,2006
4022,0,2006
4023,0,2006
4024,0,2006
4025,0,2006
4026,0,2006
4027,0,2006
4028,0,2006
4030,0,2006
4031,0,2006
4032,0,2006
4033,0,2006
4034,0,2006
4035,0,2006
4036,0,2006
4037,0,2006
4039,0,2006
4040,0,2006
4041,0,2006
4042,0,2006
4043,0,2006
4045,0,2006
4046,0,2006
4047,0,2006
4049,0,2006
4050,0,2006
4051,0,2006
4053,0,2006
4054,0,2006
4055,0,2006
4057,0,2006
4058,0,2006
4059,0,2006
4061,0,2006
4062,0,2006
4063,0,2006
4065,0,2006
4066,0,2006
4067,0,2006
4068,0,2006
4069,0,2006
4070,0,2006
4072,0,2006
4073,0,2006
4074,0,2006
4075,0,2006
4076,0,2006
4077,0,2006
4079,0,2006
4081,0,2006
4084,0,2006
4085,0,2006
4086,0,2006
4087,0,2006
4088,0,2006
4090,0,2006
4091,0,2006
4092,0,2006
4093,0,2006
4094,0,2006
4095,0,2006
4096,0,2006
4097,0,2006
4099,0,2006
40001,0,2006
40002,0,2006
40003,0,2006
40004,0,2006
40005,0,2006
40006,1,2006
40007,0,2006
40008,0,2006
40009,0,2006
40011,0,2006
40012,0,2006
40013,0,2006
40014,1,2006
40015,0,2006
40016,0,2006
40017,0,2006
40018,0,2006
40019,0,2006
40020,0,2006
40021,1,2006
40022,0,2006
40023,0,2006
40024,0,2006
40025,0,2006
40026,0,2006
40027,0,2006
40028,0,2006
40029,0,2006
40030,0,2006
40031,0,2006
40032,0,2006
40033,0,2006
40034,0,2006
40035,0,2006
40036,1,2006
40037,1,2006
40038,0,2006
40039,0,2006
40040,0,2006
40041,0,2006
40042,0,2006
40043,1,2006
40044,0,2006
40046,1,2006
40047,0,2006
40048,0,2006
40049,0,2006
40050,1,2006
40051,1,2006
40052,1,2006
40053,0,2006
40054,0,2006
40055,0,2006
40056,0,2006
40057,0,2006
40058,0,2006
40059,0,2006
40060,1,2006
40061,0,2006
40062,0,2006
40063,0,2006
40064,0,2006
40065,0,2006
40066,0,2006
40067,0,2006
40068,0,2006
40069,0,2006
40070,0,2006
40071,0,2006
40072,0,2006
40073,0,2006
40074,0,2006
40075,1,2006
40076,0,2006
40077,0,2006
40078,0,2006
40079,0,2006
40080,1,2006
40081,0,2006
40082,0,2006
40083,0,2006
40084,0,2006
40085,1,2006
40086,0,2006
40087,0,2006
40088,0,2006
40089,0,2006
40090,0,2006
40091,0,2006
40092,0,2006
40093,0,2006
40094,1,2006
40095,0,2006
40096,0,2006
40097,0,2006
40098,0,2006
40099,0,2006
40100,0,2006
40101,0,2006
40102,0,2006
40103,0,2006
40104,0,2006
40105,1,2006
40106,0,2006
40107,1,2006
40108,0,2006
40109,0,2006
40110,0,2006
40111,0,2006
40112,0,2006
40113,0,2006
40114,1,2006
40115,0,2006
40116,0,2006
40117,0,2006
40118,0,2006
40119,0,2006
40120,0,2006
40121,0,2006
40122,1,2006
40123,1,2006
40124,0,2006
40125,0,2006
40126,0,2006
40127,0,2006
40128,0,2006
40129,0,2006
40130,0,2006
40131,0,2006
40132,0,2006
40133,0,2006
40134,1,2006
40135,1,2006
40136,0,2006
40137,0,2006
40138,0,2006
40139,0,2006
40140,0,2006
40141,0,2006
40142,1,2006
40143,1,2006
40144,0,2006
40145,0,2006
40146,0,2006
40147,0,2006
40148,0,2006
40149,1,2006
40150,1,2006
40151,1,2006
40152,1,2006
40153,0,2006
40154,0,2006
40155,1,2006
40156,0,2006
40157,1,2006
40158,1,2006
40159,0,2006
40160,0,2006
40161,0,2006
40162,1,2006
40163,1,2006
40164,1,2006
40165,0,2006
40166,0,2006
40167,1,2006
40168,1,2006
40169,1,2006
40170,1,2006
40171,1,2006
40172,0,2006
40173,0,2006
40174,0,2006
40175,0,2006
40176,0,2006
40177,0,2006
40178,1,2006
40179,0,2006
40180,0,2006
40181,0,2006
40182,1,2006
40183,0,2006
40184,1,2006
40185,0,2006
40186,0,2006
40187,0,2006
40188,0,2006
40189,0,2006
40190,0,2006
40191,0,2006
40192,1,2006
40193,0,2006
40194,0,2006
40195,0,2006
40196,0,2006
40197,1,2006
40198,0,2006
40199,0,2006
40200,0,2006
40201,0,2006
40202,0,2006
40203,0,2006
40204,0,2006
40205,0,2006
40206,0,2006
40207,0,2006
40208,0,2006
40209,0,2006
40210,1,2006
40211,0,2006
40212,0,2006
40213,0,2006
40214,0,2006
40215,0,2006
40216,0,2006
40217,1,2006
40218,0,2006
40219,0,2006
40220,0,2006
40221,0,2006
40222,0,2006
40223,0,2006
40224,0,2006
40225,0,2006
40226,0,2006
40227,1,2006
40228,0,2006
40229,1,2006
40230,0,2006
40231,0,2006
40232,0,2006
40233,0,2006
40234,0,2006
40235,0,2006
40236,0,2006
40237,0,2006
40238,0,2006
40239,0,2006
40240,0,2006
40242,0,2006
40243,1,2006
40244,1,2006
40245,0,2006
40246,1,2006
40247,0,2006
40248,0,2006
40249,0,2006
40250,0,2006
40251,0,2006
40252,0,2006
40253,0,2006
40254,0,2006
40255,0,2006
40256,0,2006
40257,1,2006
40258,0,2006
40259,0,2006
40260,0,2006
40261,0,2006
40262,1,2006
40263,0,2006
40264,0,2006
40265,0,2006
40266,1,2006
40267,1,2006
40268,0,2006
40269,0,2006
40270,0,2006
40271,0,2006
40272,0,2006
40273,0,2006
40274,0,2006
40275,0,2006
40276,0,2006
40277,0,2006
40278,0,2006
40279,1,2006
40280,0,2006
40281,1,2006
40282,0,2006
40283,1,2006
40284,0,2006
40285,0,2006
40286,0,2006
40287,1,2006
40288,1,2006
40289,0,2006
40290,0,2006
40291,0,2006
40292,0,2006
40293,0,2006
40294,0,2006
40295,1,2006
40296,0,2006
40297,1,2006
40298,0,2006
40299,0,2006
40300,0,2006
40301,0,2006
40302,1,2006
40303,1,2006
40304,0,2006
40305,0,2006
40306,0,2006
40307,1,2006
40308,0,2006
40309,1,2006
40310,1,2006
40311,1,2006
40312,1,2006
40313,0,2006
40314,0,2006
40315,1,2006
40316,0,2006
40317,0,2006
40318,0,2006
40319,1,2006
40320,1,2006
40321,0,2006
40322,0,2006
40323,0,2006
40324,0,2006
40325,0,2006
40326,1,2006
40327,0,2006
40328,0,2006
40329,0,2006
40330,0,2006
40331,0,2006
40332,1,2006
40333,0,2006
40334,0,2006
4001,0,2007
4004,0,2007
4005,0,2007
4006,0,2007
4007,0,2007
4008,0,2007
4009,0,2007
4012,0,2007
4013,0,2007
4016,0,2007
4017,0,2007
4018,0,2007
4019,0,2007
4020,0,2007
4021,0,2007
4022,0,2007
4023,0,2007
4024,0,2007
4025,0,2007
4026,0,2007
4027,0,2007
4028,0,2007
4030,0,2007
4031,0,2007
4032,0,2007
4033,0,2007
4034,0,2007
4035,0,2007
4036,0,2007
4037,0,2007
4039,0,2007
4040,0,2007
4041,0,2007
4042,0,2007
4043,0,2007
4045,0,2007
4046,0,2007
4047,0,2007
4049,0,2007
4050,0,2007
4051,0,2007
4053,0,2007
4054,0,2007
4055,0,2007
4057,0,2007
4058,0,2007
4059,0,2007
4061,0,2007
4062,0,2007
4063,0,2007
4065,0,2007
4066,0,2007
4067,0,2007
4068,0,2007
4069,0,2007
4070,0,2007
4072,0,2007
4073,0,2007
4074,0,2007
4075,0,2007
4076,0,2007
4077,0,2007
4079,0,2007
4081,0,2007
4084,0,2007
4085,0,2007
4086,0,2007
4087,0,2007
4088,0,2007
4090,0,2007
4091,0,2007
4092,0,2007
4093,0,2007
4094,0,2007
4095,0,2007
4096,0,2007
4097,0,2007
4099,0,2007
40001,0,2007
40002,0,2007
40003,0,2007
40004,0,2007
40005,0,2007
40006,0,2007
40007,0,2007
40008,0,2007
40009,1,2007
40011,0,2007
40012,0,2007
40013,0,2007
40014,0,2007
40015,0,2007
40016,0,2007
40017,0,2007
40018,0,2007
40019,0,2007
40020,0,2007
40021,0,2007
40022,0,2007
40023,0,2007
40024,0,2007
40025,0,2007
40026,0,2007
40027,0,2007
40028,0,2007
40029,0,2007
40030,0,2007
40031,0,2007
40032,0,2007
40033,0,2007
40034,0,2007
40035,0,2007
40036,0,2007
40037,0,2007
40038,0,2007
40039,0,2007
40040,0,2007
40041,0,2007
40042,0,2007
40043,0,2007
40044,0,2007
40046,1,2007
40047,0,2007
40048,0,2007
40049,0,2007
40050,0,2007
40051,0,2007
40052,0,2007
40053,0,2007
40054,0,2007
40055,0,2007
40056,0,2007
40057,0,2007
40058,0,2007
40059,0,2007
40060,0,2007
40061,0,2007
40062,0,2007
40063,0,2007
40064,0,2007
40065,0,2007
40066,0,2007
40067,0,2007
40068,0,2007
40069,0,2007
40070,0,2007
40071,0,2007
40072,0,2007
40073,0,2007
40074,0,2007
40075,0,2007
40076,0,2007
40077,0,2007
40078,0,2007
40079,0,2007
40080,0,2007
40081,0,2007
40082,0,2007
40083,0,2007
40084,0,2007
40085,0,2007
40086,0,2007
40087,0,2007
40088,0,2007
40089,0,2007
40090,0,2007
40091,0,2007
40092,0,2007
40093,0,2007
40094,1,2007
40095,0,2007
40096,0,2007
40097,0,2007
40098,0,2007
40099,0,2007
40100,0,2007
40101,0,2007
40102,0,2007
40103,0,2007
40104,0,2007
40105,1,2007
40106,0,2007
40107,0,2007
40108,1,2007
40109,0,2007
40110,0,2007
40111,0,2007
40112,0,2007
40113,0,2007
40114,0,2007
40115,0,2007
40116,0,2007
40117,0,2007
40118,0,2007
40119,0,2007
40120,0,2007
40121,0,2007
40122,0,2007
40123,0,2007
40124,0,2007
40125,0,2007
40126,0,2007
40127,0,2007
40128,0,2007
40129,0,2007
40130,0,2007
40131,0,2007
40132,0,2007
40133,0,2007
40134,0,2007
40135,0,2007
40136,0,2007
40137,0,2007
40138,0,2007
40139,0,2007
40140,0,2007
40141,0,2007
40142,0,2007
40143,0,2007
40144,0,2007
40145,0,2007
40146,0,2007
40147,0,2007
40148,0,2007
40149,0,2007
40150,0,2007
40151,0,2007
40152,0,2007
40153,0,2007
40154,0,2007
40155,0,2007
40156,0,2007
40157,1,2007
40158,0,2007
40159,0,2007
40160,0,2007
40161,0,2007
40162,0,2007
40163,0,2007
40164,0,2007
40165,0,2007
40166,0,2007
40167,0,2007
40168,1,2007
40169,0,2007
40170,0,2007
40171,0,2007
40172,0,2007
40173,0,2007
40174,0,2007
40175,0,2007
40176,0,2007
40177,0,2007
40178,0,2007
40179,0,2007
40180,0,2007
40181,0,2007
40182,0,2007
40183,0,2007
40184,1,2007
40185,0,2007
40186,0,2007
40187,1,2007
40188,0,2007
40189,0,2007
40190,0,2007
40191,0,2007
40192,0,2007
40193,0,2007
40194,0,2007
40195,0,2007
40196,0,2007
40197,0,2007
40198,0,2007
40199,0,2007
40200,1,2007
40201,0,2007
40202,0,2007
40203,0,2007
40204,0,2007
40205,0,2007
40206,0,2007
40207,0,2007
40208,0,2007
40209,0,2007
40210,0,2007
40211,0,2007
40212,0,2007
40213,0,2007
40214,0,2007
40215,0,2007
40216,0,2007
40217,0,2007
40218,0,2007
40219,0,2007
40220,0,2007
40221,0,2007
40222,0,2007
40223,0,2007
40224,0,2007
40225,0,2007
40226,0,2007
40227,0,2007
40228,0,2007
40229,1,2007
40230,0,2007
40231,0,2007
40232,0,2007
40233,1,2007
40234,0,2007
40235,0,2007
40236,0,2007
40237,0,2007
40238,0,2007
40239,0,2007
40240,0,2007
40242,0,2007
40243,0,2007
40244,0,2007
40245,0,2007
40246,0,2007
40247,0,2007
40248,0,2007
40249,0,2007
40250,0,2007
40251,0,2007
40252,0,2007
40253,0,2007
40254,0,2007
40255,0,2007
40256,0,2007
40257,0,2007
40258,0,2007
40259,0,2007
40260,0,2007
40261,0,2007
40262,1,2007
40263,0,2007
40264,0,2007
40265,0,2007
40266,0,2007
40267,0,2007
40268,0,2007
40269,0,2007
40270,0,2007
40271,0,2007
40272,0,2007
40273,0,2007
40274,0,2007
40275,0,2007
40276,0,2007
40277,0,2007
40278,0,2007
40279,0,2007
40280,0,2007
40281,0,2007
40282,0,2007
40283,0,2007
40284,0,2007
40285,0,2007
40286,0,2007
40287,1,2007
40288,0,2007
40289,0,2007
40290,0,2007
40291,0,2007
40292,0,2007
40293,0,2007
40294,0,2007
40295,0,2007
40296,0,2007
40297,0,2007
40298,0,2007
40299,0,2007
40300,0,2007
40301,0,2007
40302,0,2007
40303,0,2007
40304,0,2007
40305,0,2007
40306,0,2007
40307,0,2007
40308,0,2007
40309,0,2007
40310,0,2007
40311,0,2007
40312,0,2007
40313,0,2007
40314,0,2007
40315,0,2007
40316,0,2007
40317,0,2007
40318,0,2007
40319,0,2007
40320,0,2007
40321,0,2007
40322,0,2007
40323,0,2007
40324,0,2007
40325,0,2007
40326,1,2007
40327,0,2007
40328,0,2007
40329,0,2007
40330,0,2007
40331,0,2007
40332,1,2007
40333,0,2007
40334,0,2007
4001,0,2008
4004,0,2008
4005,0,2008
4006,0,2008
4007,0,2008
4008,0,2008
4009,0,2008
4012,0,2008
4013,0,2008
4016,0,2008
4017,0,2008
4018,0,2008
4019,0,2008
4020,0,2008
4021,0,2008
4022,0,2008
4023,0,2008
4024,0,2008
4025,0,2008
4026,0,2008
4027,0,2008
4028,0,2008
4030,0,2008
4031,0,2008
4032,0,2008
4033,0,2008
4034,0,2008
4035,0,2008
4036,0,2008
4037,0,2008
4039,0,2008
4040,0,2008
4041,0,2008
4042,0,2008
4043,0,2008
4045,0,2008
4046,0,2008
4047,0,2008
4049,0,2008
4050,0,2008
4051,0,2008
4053,0,2008
4054,0,2008
4055,0,2008
4057,0,2008
4058,0,2008
4059,0,2008
4061,0,2008
4062,0,2008
4063,0,2008
4065,0,2008
4066,0,2008
4067,0,2008
4068,0,2008
4069,0,2008
4070,0,2008
4072,0,2008
4073,0,2008
4074,0,2008
4075,0,2008
4076,0,2008
4077,0,2008
4079,0,2008
4081,0,2008
4084,0,2008
4085,0,2008
4086,0,2008
4087,0,2008
4088,0,2008
4090,0,2008
4091,0,2008
4092,0,2008
4093,0,2008
4094,0,2008
4095,0,2008
4096,0,2008
4097,0,2008
4099,0,2008
40001,0,2008
40002,0,2008
40003,0,2008
40004,0,2008
40005,0,2008
40006,0,2008
40007,0,2008
40008,1,2008
40009,0,2008
40011,0,2008
40012,0,2008
40013,0,2008
40014,1,2008
40015,0,2008
40016,0,2008
40017,0,2008
40018,0,2008
40019,0,2008
40020,0,2008
40021,0,2008
40022,0,2008
40023,0,2008
40024,0,2008
40025,0,2008
40026,0,2008
40027,0,2008
40028,0,2008
40029,0,2008
40030,0,2008
40031,0,2008
40032,0,2008
40033,0,2008
40034,0,2008
40035,0,2008
40036,0,2008
40037,0,2008
40038,0,2008
40039,0,2008
40040,0,2008
40041,0,2008
40042,0,2008
40043,0,2008
40044,0,2008
40046,1,2008
40047,0,2008
40048,0,2008
40049,0,2008
40050,0,2008
40051,0,2008
40052,0,2008
40053,1,2008
40054,0,2008
40055,0,2008
40056,0,2008
40057,0,2008
40058,1,2008
40059,0,2008
40060,0,2008
40061,0,2008
40062,0,2008
40063,0,2008
40064,1,2008
40065,0,2008
40066,0,2008
40067,0,2008
40068,0,2008
40069,0,2008
40070,0,2008
40071,0,2008
40072,0,2008
40073,0,2008
40074,0,2008
40075,0,2008
40076,0,2008
40077,0,2008
40078,0,2008
40079,0,2008
40080,0,2008
40081,0,2008
40082,0,2008
40083,0,2008
40084,0,2008
40085,1,2008
40086,0,2008
40087,0,2008
40088,0,2008
40089,0,2008
40090,0,2008
40091,0,2008
40092,0,2008
40093,0,2008
40094,0,2008
40095,0,2008
40096,1,2008
40097,0,2008
40098,0,2008
40099,0,2008
40100,0,2008
40101,0,2008
40102,0,2008
40103,0,2008
40104,0,2008
40105,0,2008
40106,0,2008
40107,0,2008
40108,0,2008
40109,0,2008
40110,0,2008
40111,0,2008
40112,0,2008
40113,0,2008
40114,0,2008
40115,0,2008
40116,0,2008
40117,0,2008
40118,0,2008
40119,0,2008
40120,0,2008
40121,0,2008
40122,0,2008
40123,0,2008
40124,0,2008
40125,0,2008
40126,0,2008
40127,0,2008
40128,0,2008
40129,0,2008
40130,0,2008
40131,0,2008
40132,0,2008
40133,0,2008
40134,1,2008
40135,0,2008
40136,0,2008
40137,0,2008
40138,0,2008
40139,0,2008
40140,0,2008
40141,0,2008
40142,0,2008
40143,0,2008
40144,0,2008
40145,0,2008
40146,0,2008
40147,0,2008
40148,0,2008
40149,0,2008
40150,1,2008
40151,0,2008
40152,0,2008
40153,0,2008
40154,0,2008
40155,0,2008
40156,0,2008
40157,1,2008
40158,1,2008
40159,0,2008
40160,0,2008
40161,1,2008
40162,1,2008
40163,0,2008
40164,0,2008
40165,1,2008
40166,0,2008
40167,0,2008
40168,0,2008
40169,0,2008
40170,0,2008
40171,0,2008
40172,0,2008
40173,0,2008
40174,0,2008
40175,0,2008
40176,0,2008
40177,0,2008
40178,0,2008
40179,0,2008
40180,0,2008
40181,1,2008
40182,0,2008
40183,0,2008
40184,1,2008
40185,0,2008
40186,0,2008
40187,0,2008
40188,0,2008
40189,0,2008
40190,0,2008
40191,0,2008
40192,1,2008
40193,0,2008
40194,0,2008
40195,0,2008
40196,0,2008
40197,1,2008
40198,0,2008
40199,0,2008
40200,0,2008
40201,0,2008
40202,0,2008
40203,0,2008
40204,0,2008
40205,0,2008
40206,0,2008
40207,0,2008
40208,0,2008
40209,1,2008
40210,1,2008
40211,0,2008
40212,0,2008
40213,0,2008
40214,0,2008
40215,0,2008
40216,0,2008
40217,1,2008
40218,0,2008
40219,0,2008
40220,0,2008
40221,0,2008
40222,0,2008
40223,0,2008
40224,0,2008
40225,0,2008
40226,0,2008
40227,0,2008
40228,0,2008
40229,1,2008
40230,1,2008
40231,0,2008
40232,0,2008
40233,0,2008
40234,0,2008
40235,0,2008
40236,0,2008
40237,0,2008
40238,0,2008
40239,0,2008
40240,0,2008
40242,0,2008
40243,0,2008
40244,0,2008
40245,0,2008
40246,0,2008
40247,0,2008
40248,0,2008
40249,0,2008
40250,0,2008
40251,0,2008
40252,0,2008
40253,0,2008
40254,0,2008
40255,0,2008
40256,0,2008
40257,0,2008
40258,0,2008
40259,0,2008
40260,0,2008
40261,0,2008
40262,0,2008
40263,0,2008
40264,0,2008
40265,0,2008
40266,1,2008
40267,0,2008
40268,0,2008
40269,0,2008
40270,0,2008
40271,0,2008
40272,0,2008
40273,0,2008
40274,0,2008
40275,0,2008
40276,0,2008
40277,0,2008
40278,0,2008
40279,0,2008
40280,0,2008
40281,0,2008
40282,0,2008
40283,1,2008
40284,0,2008
40285,0,2008
40286,0,2008
40287,1,2008
40288,0,2008
40289,0,2008
40290,0,2008
40291,0,2008
40292,0,2008
40293,0,2008
40294,0,2008
40295,1,2008
40296,0,2008
40297,0,2008
40298,0,2008
40299,0,2008
40300,0,2008
40301,0,2008
40302,1,2008
40303,1,2008
40304,0,2008
40305,0,2008
40306,0,2008
40307,0,2008
40308,0,2008
40309,0,2008
40310,0,2008
40311,0,2008
40312,0,2008
40313,0,2008
40314,0,2008
40315,0,2008
40316,0,2008
40317,0,2008
40318,0,2008
40319,0,2008
40320,0,2008
40321,0,2008
40322,0,2008
40323,1,2008
40324,0,2008
40325,0,2008
40326,1,2008
40327,0,2008
40328,0,2008
40329,0,2008
40330,0,2008
40331,0,2008
40332,1,2008
40333,0,2008
40334,0,2008
4001,0,2009
4004,0,2009
4005,0,2009
4006,0,2009
4007,0,2009
4008,0,2009
4009,0,2009
4012,0,2009
4013,0,2009
4016,0,2009
4017,0,2009
4018,0,2009
4019,0,2009
4020,0,2009
4021,0,2009
4022,0,2009
4023,0,2009
4024,0,2009
4025,0,2009
4026,0,2009
4027,0,2009
4028,0,2009
4030,0,2009
4031,0,2009
4032,0,2009
4033,0,2009
4034,0,2009
4035,0,2009
4036,0,2009
4037,0,2009
4039,0,2009
4040,0,2009
4041,0,2009
4042,0,2009
4043,0,2009
4045,0,2009
4046,0,2009
4047,0,2009
4049,0,2009
4050,0,2009
4051,0,2009
4053,0,2009
4054,0,2009
4055,0,2009
4057,0,2009
4058,0,2009
4059,0,2009
4061,0,2009
4062,0,2009
4063,0,2009
4065,0,2009
4066,0,2009
4067,0,2009
4068,0,2009
4069,0,2009
4070,0,2009
4072,0,2009
4073,0,2009
4074,0,2009
4075,0,2009
4076,0,2009
4077,0,2009
4079,0,2009
4081,0,2009
4084,0,2009
4085,0,2009
4086,0,2009
4087,0,2009
4088,0,2009
4090,0,2009
4091,0,2009
4092,0,2009
4093,0,2009
4094,0,2009
4095,0,2009
4096,0,2009
4097,0,2009
4099,0,2009
40001,1,2009
40002,0,2009
40003,0,2009
40004,0,2009
40005,0,2009
40006,1,2009
40007,0,2009
40008,0,2009
40009,0,2009
40011,0,2009
40012,0,2009
40013,0,2009
40014,1,2009
40015,0,2009
40016,0,2009
40017,0,2009
40018,0,2009
40019,0,2009
40020,0,2009
40021,0,2009
40022,0,2009
40023,0,2009
40024,0,2009
40025,0,2009
40026,0,2009
40027,0,2009
40028,0,2009
40029,0,2009
40030,0,2009
40031,0,2009
40032,0,2009
40033,0,2009
40034,0,2009
40035,0,2009
40036,0,2009
40037,0,2009
40038,0,2009
40039,0,2009
40040,0,2009
40041,0,2009
40042,0,2009
40043,0,2009
40044,0,2009
40046,1,2009
40047,0,2009
40048,0,2009
40049,0,2009
40050,0,2009
40051,0,2009
40052,0,2009
40053,1,2009
40054,0,2009
40055,0,2009
40056,0,2009
40057,0,2009
40058,0,2009
40059,0,2009
40060,0,2009
40061,1,2009
40062,1,2009
40063,0,2009
40064,1,2009
40065,0,2009
40066,0,2009
40067,0,2009
40068,0,2009
40069,0,2009
40070,0,2009
40071,0,2009
40072,0,2009
40073,0,2009
40074,0,2009
40075,0,2009
40076,0,2009
40077,0,2009
40078,0,2009
40079,0,2009
40080,0,2009
40081,0,2009
40082,0,2009
40083,0,2009
40084,0,2009
40085,0,2009
40086,0,2009
40087,1,2009
40088,0,2009
40089,0,2009
